tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,nconst,category,lead_actors_ids,language,country,plot,budget,boxOffice
tt0100235,movie,Nerds of a Feather,1989,88,"Action,Comedy",3.6,107,nm0586862,actor,"['nm0586862', 'nm0176721', 'nm0566588', 'nm1501663', 'nm0682308']",,,,,
tt0100247,movie,Night Angel,1990,88,Horror,4.6,929,nm0026164,actress,"['nm0026164', 'nm0000798', 'nm0275391', 'nm0552385', 'nm0000947']",English,United States,,,
tt0100249,movie,Night Children,1989,90,"Action,Crime,Drama",5.1,107,nm0001016,actor,"['nm0001016', 'nm0191611', 'nm0272271', 'nm0335305', 'nm0393310']",,,,,
tt0100250,movie,Night Club,1989,81,Drama,3,184,nm0394371,actor,"['nm0394371', 'nm0435250', 'nm0435250', 'nm0873668', 'nm0432867']",Italian,Italy,"Set on the night Fred Buscaglione died in a car accident, the film tells about two bank clerks who hope to convince a rich businessman from Calabria to finance their enterprise by making him spend an unforgettable night of alcohol and women in a Via Veneto night club.",,
tt0100251,movie,Night Eyes,1990,97,"Drama,Thriller",4.2,853,nm0002989,actor,"['nm0002989', 'nm0000617', 'nm0399590', 'nm0378250', 'nm0575081']",English,United States,"Will Griffith is the owner of a security and surveillance company in Los Angeles. Will is hired by a rock star named Brian Walker, who is undergoing a messy divorce from his philandering wife Nikki, to rig the Walkers' home with video cameras to capture Nikki cheating on him with various lovers. During this job, Will gets to know Nikki better and ultimately grows more attracted to and protective of her, eventually ending up having an affair with her.",,
tt0100254,movie,Night Visitor,1989,93,"Crime,Horror,Thriller",4.9,1038,nm0753041,actor,"['nm0753041', 'nm0307255', 'nm0047344', 'nm0105352', 'nm0120401']",English,United States,"High school student Billy Colton (Derek Rydall) is spying on his attractive new neighbor (Shannon Tweed) when he witnesses her being murdered by a man in a robe, and he recognizes the man as his unpopular history teacher Zachary Willard (Allen Garfield). Because he has a history of pranks and conflict with Willard, the police do not believe him. Threatened by Willard and his deranged brother Stanley (Michael J. Pollard), who are cultists and serial murderers, Billy convinces retired investigator Ronald 'Ron' Devereaux (Elliott Gould) to help him find hard evidence.",,
tt0100256,movie,Night of the Cyclone,1990,85,"Action,Crime,Drama",4.2,157,nm0001434,actor,"['nm0001434', 'nm0576088', 'nm0001943', 'nm0637681', 'nm0717979']",,,,,
tt0100258,movie,Night of the Living Dead,1990,92,Horror,6.8,49057,nm0865302,actor,"['nm0865302', 'nm0848191', 'nm0869981', 'nm0027174', 'nm0124834']",English,United States,"On the idyllic afternoon of August 23, 1989, siblings Barbara and Johnny visit their mother's grave in a remote cemetery in Butler County, Pennsylvania. A terrified elderly funeral director with blood on his forehead bumps into them there, garbles an apology and runs off. While offering to help him, they are attacked by a lone zombie. Johnny is killed while Barbara desperately flees to a seemingly abandoned farm house. As she tries to ward off a group of undead, Ben (who fled Evans City) arrives and helps Barbara dispatch them. The two quickly bond and clear the house, barricading the doors and windows as night falls.",$4.2 million,$5.8 million
tt0100260,movie,Nightbreed,1990,102,"Action,Fantasy,Horror",6.5,29030,nm0001729,actor,"['nm0001729', 'nm0001729', 'nm0000343', 'nm0090321', 'nm0354024']",English,United States,"Aaron Boone has recurring nightmares of a place called Midian. His girlfriend Lori Winston encourages him to resume psychotherapy with Dr. Phillip Decker. Meanwhile, a serial killer has been massacring entire families. When Boone returns to Decker's office, he is horrified to learn that his dreams mirror these ritualistic killings. Decker tells Boone to turn himself in and start taking lithium, but he actually gives Boone LSD.",$11 million,$16 million
tt0100261,movie,Nightmare at Noon,1988,96,"Action,Horror,Sci-Fi",5.1,2525,nm0369567,actor,"['nm0369567', 'nm0005019', 'nm0001421', 'nm0065206', 'nm0001397']",English,United States,"A mad albino scientist (Brion James) injects a substance into the water supply for the fictional town of Canyonland, an isolated town in rural Utah, with the help of a shadowy, unknown agency. Anybody who drinks the water eventually turns into a rabid zombie. Some visitors who recently arrived in a recreational vehicle observe the zombies. After recollecting seeing something unusual at the river as they were driving to the town, they suspect it is the water turning the towns residents crazy. They attempt in vain to warn city officials and reach the outside world for help. The escape attempts are futile as the mad scientist has severed all means to leave or communicate with the outside world.  Survivors at city hall formulate a theory they are part of a test of a new bio-weapon, capable of destroying an entire nation with relative ease. The surviving towns people realize the next phase of the experiment is to incinerate the remains of the town to erase all traces of the test. By the time the Sheriff learns the water is poisoned it is too late, he has already drank. The Sheriff, in a last act of defiance before he transforms into a zombie, tries to force his way into a van the townspeople suspect is the command center, while others set fire to the van. While this cripples the experiment, the Albino is still alive. One of the visitors, Reilly (Bo Hopkins) offers to take the lead to kill the albino to atone for his past; he and the Sheriff's daughter (who is also a deputy) decide to pursue the Albino on horseback, and once outside the town radio for help, thinking horses are the only viable way out of town. A chase ensues and the albino is eventually killed after the agency's attempt to extricate him via helicopter turns into a duel. The pilot of another helicopter arrives, after hearing a distress call, and engages the Albino's helicopter. Once the situation is contained, the Sheriff's daughter and the visiting stranger contemplate a relationship as they observe the decimated town.",,
tt0100264,movie,Nils Karlsson Pyssling,1990,75,"Family,Fantasy",5.7,1231,nm0512062,actor,"['nm0512062', 'nm0530466', 'nm0678556', 'nm0255818', 'nm0758556']",Swedish,Sweden,,,
tt0100265,movie,Ninja Academy,1989,92,Comedy,3.8,1672,nm0250748,actor,"['nm0250748', 'nm0645504', 'nm0709629', 'nm0203010', 'nm0732726']",English,United States,"Years ago, at a Japanese dojo, Sensei Yamazaki plans to award the dojo's golden nunchakus to one of his two star students, Addleman and Chiba. Chiba ultimately gets the upper hand and shows restraint. Addleman, unhappy with the defeat, cheap shots Chiba and knocks him out. Demanding Yamazaki give him the golden nunchakus, Yamazaki rebuffs the demand and explains even if Addleman won, Chiba's showing of remorse and restraint earned him the nunchakus. An upset Addleman leaves Japan.",,
tt0100266,movie,"No Retreat, No Surrender 3: Blood Brothers",1990,101,"Action,Crime,Drama",5.3,1284,nm0002290,actor,"['nm0002290', 'nm0899918', 'nm0132103', 'nm0010349', 'nm0039435']",English,United States,"Terrorists hold a bank hostage with police surrounding the building. CIA agent Casey Alexander eventually saves the hostages, but is shot in the arm in the process.",,
tt0100267,movie,Nobat e Asheghi,1995,75,"Drama,Romance",6.4,242,nm0314221,actress,"['nm0314221', 'nm0657428', 'nm0759644', 'nm0876652']",,,,,
tt0100269,movie,"No, or the Vain Glory of Command",1990,110,"Drama,History,War",7.2,1079,nm0162502,actor,"['nm0162502', 'nm0162502', 'nm0162502', 'nm0246822', 'nm0246822']",Portuguese,Portugal,"The narrative unfolds in early April 1974, within a Portuguese colony in Africa, though it remains ambiguous whether it is Portuguese Guinea, Angola, or Mozambique. A group of soldiers, led by Lieutenant Cabrita, traverses the jungle in a truck, heading toward a base from which they will engage in combat against guerrillas from a liberation movement. The soldiers, including Corporal Brito and Soldier Manoel, express a deep sense of fatalism and disillusionment, questioning the purpose of their continued involvement in the war. They recognize that Portugal is isolated, facing opposition not only from liberation movements but also from other African states and global powers like the U.S., USSR, China, and Europe, all of whom criticize and undermine the Portuguese colonial efforts.",,
tt0100271,movie,Nostos: The Return,1989,85,"Adventure,History",7.8,666,nm5012387,actor,"['nm5012387', 'nm0131233', 'nm1569641', 'nm0013192', 'nm1631999']","fictional; inspired by ancient Greek, Sanskrit and Latin",Italy,"Odysseus,[a] who is exhausted, is on a ship together with a crew of several men. He has flashbacks of his childhood, which are followed by a vision of dead bodies in the sea and memories of brutal scenes from the Trojan War in which he encounters suffering civilians. The ship docks and Odysseus goes ashore alone to explore a cave. He hears strange singing and calls out for his mother.[b] Returning from the cave, he finds his crew missing and goes to explore the inland. Odysseus walks through a rocky dwelling place that is populated by nude men and women who are seemingly unable to move. He finds a woman who silently opens a large seashell and lets him embrace her.[c] He wakes up in a cave where several people, including his crew, are sleeping; he wakes up his crew and sets off with them.",,
tt0100273,movie,Night of the Sharks,1988,94,Action,3.8,575,nm0001852,actor,"['nm0001852', 'nm0013302', 'nm0267279', 'nm0133719', 'nm0855646']",EnglishSpanish,ItalySpainMexico,"James Ziegler has spent five years of his life planning the perfect crime, bugging the communication devices of Rosentski, an influential and rich businessman. His dream finally comes through when he records a sensitive conversation between Rosentski and the President of the United States; so sensitive that he demands $2 million in diamonds from Rosentski for a disc of the recording. Rosentski decides to pay Ziegler for the disc but instead sends his enforcer to retrieve it. The enforcer tries to kill Ziegler but fails and Ziegler successfully escapes with the disc and the diamonds.",,
tt0100274,movie,New Wave,1990,89,Drama,6.4,1772,nm0001128,actor,"['nm0001128', 'nm0001128', 'nm0001128', 'nm0320323', 'nm0196541']",,,,,
tt0100280,movie,Nuns on the Run,1990,89,"Comedy,Crime",6,9694,nm0001385,actor,"['nm0001385', 'nm0001059', 'nm0168554', 'nm0840531', 'nm0362791']",English,United Kingdom,"After their boss is killed during a bank robbery, London gangsters Brian Hope and Charlie McManus desire to lead more peaceful lives in Brazil, disapproving of their new younger and more brash boss, Casey. While planning to rob a local Triad gang of their ill-gotten drug money, Brian meets and falls in love with a waitress, Faith. During the robbery, Brian and Charlie betray their fellow gangsters, Abbott and Morley, steal the money and flee, but are forced to abandon their car when it runs out of petrol and seek refuge in a nearby nunnery during the ensuing gunfight. Faith, who had tried to warn Brian beforehand, is shot in the wrist by Abbott, while one of the triads is shot and hospitalised. After this, Casey places a bounty on Brian and Charlie's heads.",£3 million,$11 million (USA)
tt0100536,movie,"No Fear, No Die",1990,90,Drama,6.7,1409,nm0207218,actor,"['nm0207218', 'nm0220976', 'nm0231652', 'nm0118177', 'nm0108400']",French,FranceWest Germany,"Two young men, Dah (Isaach De Bankolé) from Benin and Jocelyn (Alex Descas) from the Caribbean decide to work together as a team that organizes illegal cockfights in order to gain quick cash. Dah is responsible for the financial transactions while Jocelyn trains the animals. Jocelyn has a special attachment to one of the champion roosters he has named No Fear, No Die. No Fear, No Die, like all roosters, is eventually defeated causing Jocelyn to begin to lose interest in cockfighting.",,$390.000
tt0100633,movie,Kill Cruise,1990,98,"Adventure,Drama,Thriller",4.8,1015,nm0001638,actor,"['nm0001638', 'nm0000475', 'nm0000167', 'nm0118268', 'nm0843772']",GermanEnglish,Germany,"The story begins at sea when the unnamed Skipper (Prochnow) of the sailboat Bella Donna reports a man overboard. The victim, Paul Pelikan, drowns before he can be rescued. People in the Bella Donna's home port of Gibraltar suspect that the Skipper deliberately pushed Paul overboard because he'd had an affair with the Skipper's wife Mona (Grażyna Szapołowska). Though nothing is proven, Mona believes the Skipper did in fact throw Paul overboard and leaves him. Heartbroken, the Skipper spends most of his time at the local bars getting drunk and swearing he will sail again, though the townspeople don't take his claim seriously.",,
tt0100650,movie,Night Sun,1990,113,"Drama,Romance",7.1,947,nm0001696,actor,"['nm0001696', 'nm0001250', 'nm0094351', 'nm0523597', 'nm0587753']",Italian,ItalyFranceGermany,,,
